,Brand,Model,Variant,Year,Location,Ownership,KM Driven,Fuel,Transmission,Price
3035,Skoda,Rapid,1.6 TDI MT AMBITION,2012,DL,1st,"1,32,885",Diesel,MANUAL,"3,00,000"
3036,Hyundai,Verna,FLUIDIC 1.6 SX CRDI,2011,DL,1st,"1,26,620",Diesel,MANUAL,"3,00,000"
3037,Tata,Nano,LX,2010,DL,2nd,"38,329",Petrol,MANUAL,"41,000"
3038,BMW,5 Series,520D,2010,HR,2nd,"1,04,743",Diesel,AUTOMATIC,"8,00,000"
3039,Volkswagen,Polo,TRENDLINE 1.2L DIESEL,2011,UP,3rd,"80,177",Diesel,MANUAL,"1,80,000"
3040,Skoda,Laura,AMBIENTE 1.8 TSI,2009,DL,3rd,"67,343",Petrol,MANUAL,"3,00,000"
3041,Maruti,Swift,LDI BS IV,2012,DL,1st,"33,679",Diesel,MANUAL,"3,00,000"
3042,Tata,Indica Vista,LX TDI BS III,2011,UP,2nd,"1,20,066",Diesel,MANUAL,"1,15,000"
3043,Tata,Indica Vista,AQUA SAFIRE BS III,2009,DL,1st,"62,170",Petrol,MANUAL,"80,000"
3044,Hyundai,Verna,VGT CRDI SX 1.5,2008,UP,1st,"1,49,942",Diesel,MANUAL,"1,60,000"
3045,Hyundai,Verna,FLUIDIC 1.6 SX CRDI,2015,DL,2nd,"72,206",Diesel,MANUAL,"5,50,000"
3046,Honda,City ZX,GXI,2007,DL,1st,"1,84,569",Petrol,MANUAL,"1,50,000"
3047,Toyota,Innova,2.5 G4 7 STR,2011,UP,2nd,"2,33,972",Diesel,MANUAL,"4,00,000"
3048,Nissan,Terrano,XV 110 DIESEL,2014,HR,1st,"75,757",Diesel,MANUAL,"4,00,000"
3049,Maruti,Ritz,VDI,2011,DL,1st,"68,351",Diesel,MANUAL,"1,75,000"
3050,Hyundai,Accent,EXECUTIVE GLE,2008,DL,2nd,"1,02,602",Petrol + CNG,MANUAL,"1,50,000"
3051,Hyundai,Accent,EXECUTIVE GLE,2008,HR,2nd,"76,226",Petrol + CNG,MANUAL,"1,00,000"
3052,Hyundai,Verna,FLUIDIC 1.6 SX CRDI OPT,2012,UP,1st,"98,644",Diesel,MANUAL,"3,75,000"
3053,Hyundai,Creta,1.6 SX (O),2015,HR,1st,"59,167",Diesel,,"9,30,000"
3054,Nissan,Micra,XV PETROL,2011,DL,2nd,"78,354",Petrol,MANUAL,"1,90,000"
3055,Honda,City ZX,1.5,2007,DL,4th,"94,111",Petrol,,"99,000"
3056,Ford,Figo,1.4 EXI DURATORQ,2011,DL,2nd,"76,924",Diesel,MANUAL,"1,30,000"
3057,Ford,Ikon,1.3 FLAIR,2004,DL,2nd,"28,484",Petrol,MANUAL,"50,000"
3058,Mahindra,Renault Logan,DLX 1.5 DCI BS IV,2010,HR,1st,"1,04,324",Diesel,MANUAL,"90,000"
3059,Hyundai,Eon,ERA PLUS (O),2018,DL,1st,"5,360",Petrol,MANUAL,"4,00,000"
3060,Mahindra,XUV500,W8 FWD,2012,DL,2nd,"84,798",Diesel,MANUAL,"4,35,000"
3061,Maruti,Swift Dzire,ZDI,2012,DL,1st,"41,228",Diesel,MANUAL,"3,60,000"
3062,Maruti,Swift,VDI,2012,DL,2nd,"87,626",Diesel,MANUAL,"3,25,000"
3063,Maruti,Swift Dzire,VDI BS IV,2010,UP,1st,"1,10,833",Diesel,MANUAL,"2,40,000"
3064,Hyundai,Grand i10,MAGNA 1.1 CRDI,2016,HR,1st,"69,336",Diesel,MANUAL,"3,90,000"
3065,Hyundai,Santro Xing,GL,2008,DL,1st,"59,294",Petrol + CNG,MANUAL,"1,25,000"
3066,Mahindra,TUV300,T6,2015,DL,1st,"74,825",Diesel,MANUAL,"4,90,000"
3067,Maruti,Swift,LXI 1.3,2009,DL,1st,"77,972",Petrol + CNG,MANUAL,"1,73,000"
3068,Hyundai,Verna,FLUIDIC 1.6 CRDI SX OPT AT,2014,UP,1st,"1,21,137",Diesel,AUTOMATIC,"4,68,000"
3069,Hyundai,Verna,FLUIDIC 1.6 EX CRDI,2011,DL,2nd,"1,17,782",Diesel,MANUAL,"2,50,000"
3070,Maruti,Swift Dzire,VDI BS IV,2014,DL,1st,"55,941",Diesel,MANUAL,"4,75,000"
3071,Maruti,Eeco,5 STR WITH AC PLUSHTR,2013,DL,1st,"29,404",Petrol,MANUAL,"2,25,000"
3072,Maruti,Swift Dzire,VXI 1.2 BS IV,2014,DL,1st,"24,419",Petrol,MANUAL,"4,32,000"
3073,Hyundai,Santro Xing,XL ERLX EURO III,2005,DL,4th,"86,869",Petrol + CNG,MANUAL,"55,000"
3074,Hyundai,Verna,FLUIDIC 1.6 CRDI SX OPT,2013,HR,2nd,"1,17,259",Diesel,MANUAL,"5,40,000"
3075,Maruti,Eeco,5 STR CNG WITH AC PLUSHTR,2016,DL,1st,"41,002",Petrol + CNG,MANUAL,"3,00,000"
3076,Mahindra,XUV500,W10,2017,HR,2nd,"26,186",Diesel,MANUAL,"12,75,000"
3077,Hyundai,i10,MAGNA 1.1 IRDE2,2013,DL,2nd,"60,643",Petrol + CNG,MANUAL,"2,50,000"
3078,Maruti,A Star,VXI,2009,DL,1st,"81,973",Petrol + CNG,MANUAL,"90,000"
3079,Honda,Amaze,1.5 SMT I DTEC,2013,DL,1st,"98,812",Diesel,MANUAL,"3,45,000"
3080,Hyundai,Xcent,S 1.2,2014,UP,1st,"51,147",Petrol,MANUAL,"3,75,000"
3081,Ford,Ecosport,1.5TITANIUM TDCI,2015,DL,2nd,"45,955",Diesel,MANUAL,"6,80,000"
3082,Honda,Amaze,1.5 SMT I DTEC,2014,HR,1st,"73,671",Diesel,MANUAL,"3,50,000"
3083,Nissan,Terrano,XL PLUS 85 PS DEISEL,2014,HR,1st,"64,628",Diesel,MANUAL,"5,00,000"
3084,Maruti,Swift,ZXI 1.3,2009,UP,1st,"1,47,254",Petrol,MANUAL,"1,60,000"
3085,Nissan,Terrano,XV 110 DIESEL,2014,HR,1st,"1,07,200",Diesel,MANUAL,"4,50,000"
3086,Honda,Amaze,1.5 SMT I DTEC,2014,DL,2nd,"54,854",Diesel,MANUAL,"3,50,000"
3087,Hyundai,Accent,GLE,2005,DL,1st,"55,310",Petrol,MANUAL,"65,000"
3088,Maruti,Wagon R,LXI,2006,HR,1st,"47,880",Petrol,MANUAL,"75,000"
3089,Maruti,Alto 800,LXI,2013,DL,1st,"44,427",Petrol,MANUAL,"2,00,000"
3090,Maruti,Ertiga,VDI SHVS,2016,DL,2nd,"49,443",Diesel,MANUAL,"6,00,000"
3091,Mahindra,XUV500,W8 FWD,2013,DL,1st,"66,752",Diesel,MANUAL,"6,50,000"
3092,Mahindra,Scorpio,VLX 2WD AIRBAG BS IV,2011,HR,1st,"1,20,060",Diesel,MANUAL,"4,40,000"
3093,Honda,Civic,1.8V AT,2010,DL,1st,"60,291",Petrol,AUTOMATIC,"2,70,000"
3094,Hyundai,Santro Xing,GLS,2008,DL,2nd,"1,66,582",Petrol + CNG,MANUAL,"80,000"
3095,Hyundai,Verna,FLUIDIC 1.6 SX CRDI,2013,HR,1st,"67,225",Diesel,MANUAL,"4,60,000"
3096,Maruti,Wagon R,LXI MINOR,2007,UP,2nd,"1,34,909",Petrol,MANUAL,"80,000"
3097,Toyota,Etios Liva,D 4D GD,2012,UP,1st,"37,193",Diesel,MANUAL,"2,50,000"
3098,Toyota,Etios Liva,D 4D GD,2014,DL,1st,"75,738",Diesel,MANUAL,"3,30,000"
3099,Maruti,Swift Dzire,LDI BS IV,2014,DL,1st,"76,854",Diesel,MANUAL,"3,40,000"
3100,Maruti,Swift,LXI,2010,DL,2nd,"70,893",Petrol,MANUAL,"1,70,000"
3101,Hyundai,Xcent,SX 1.2,2014,UP,1st,"10,922",Petrol,MANUAL,"3,40,000"
3102,Hyundai,i20,SPORTZ 1.4 CRDI 6 SPEED BS IV,2011,HR,1st,"28,710",Diesel,MANUAL,"2,70,000"
3103,Toyota,Corolla Altis,D 4D J,2015,DL,1st,"24,194",Diesel,MANUAL,"12,50,000"
3104,Maruti,Wagon R,VXI BS III,2005,DL,2nd,"1,03,783",Petrol,MANUAL,"58,000"
3105,Mahindra,Quanto,C4,2013,UP,1st,"48,237",Diesel,MANUAL,"2,50,000"
3106,Tata,Nano,LX,2010,DL,2nd,"53,390",Petrol,MANUAL,"35,000"
3107,Maruti,Alto,LXI CNG,2012,DL,1st,"1,00,983",Petrol + CNG,MANUAL,"1,76,000"
3108,Ford,Ecosport,1.5TITANIUM TDCI,2016,HR,1st,"27,982",Diesel,MANUAL,"7,00,000"
3109,Maruti,Swift Dzire,LDI,2009,DL,1st,"1,91,626",Diesel,MANUAL,"1,75,000"
3110,Ford,Fiesta,1.6 SXI ABS,2007,DL,1st,"95,318",Petrol,MANUAL,"1,00,000"
3111,Maruti,Swift,ZXI 1.3,2009,DL,2nd,"61,167",Petrol,MANUAL,"2,10,000"
3112,Hyundai,Grand i10,MAGNA 1.1 CRDI,2013,UP,3rd,"82,685",Diesel,MANUAL,"3,00,000"
3113,Maruti Suzuki,Wagon R,VXI,2014,Delhi,First,"48,000",Petrol,Manual,"2,90,000"
3114,Honda,Brio,S MT,2012,Delhi,First,"60,796",Petrol,-,"2,85,000"
3115,Maruti Suzuki,Baleno,Alpha 1.2,2019,Delhi,First,"24,000",Petrol,Manual,"7,25,000"
3116,Toyota,Prado,VX L,2014,Delhi,First,"1,25,000",Diesel,Automatic,"50,00,000"
3117,Honda,City,ZX CVT Petrol ,2019,Faridabad,First,"39,700",Petrol,Automatic,"11,75,000"
3118,Hyundai,Grand i10,Magna 1.2 Kappa VTVT ,2016,Delhi,First,"27,000",Petrol,Manual,"3,90,000"
3119,Toyota,Fortuner,2.8 4x4 AT ,2017,Delhi,First,"89,000",Diesel,Automatic,"28,50,000"
3120,Toyota,Fortuner,2.8 4x4 AT ,2019,Delhi,First,"98,000",Diesel,Manual,"32,50,000"
3121,Hyundai,Grand i10,Magna 1.2 Kappa VTVT ,2017,Gurgaon,First,"29,840",Petrol,Manual,"4,99,000"
3122,Maruti Suzuki,Ciaz,ZDi+ SHVS RS ,2016,Delhi,Second,"62,000",Diesel,Automatic,"5,65,000"
3123,Honda,Amaze,1.2 S CVT Petrol ,2019,Faridabad,First,"12,634",Petrol,Automatic,"7,75,000"
3124,Jaguar,XJ,3.0 Diesel,2013,Faridabad,First,"82,000",Diesel,Automatic,"21,00,000"
3125,Jaguar,XF,Portfolio Diesel,2016,Faridabad,First,"65,000",Diesel,Manual,"28,50,000"
3126,Jeep,Compass,Longitude (O) 2.0 Diesel ,2020,Delhi,First,"11,766",Diesel,Manual,"25,50,000"
3127,Mahindra,XUV500,W10,2015,Noida,First,"1,23,000",Diesel,-,"8,95,000"
3128,Honda,Brio,S MT,2012,Noida,First,"56,000",Petrol,Manual,"2,85,000"
3129,Honda,Amaze,1.2 E i-VTEC,2014,Noida,First,"67,000",Petrol,Manual,"3,95,000"
3130,Toyota,Corolla Altis,G Petrol,2015,Delhi,First,"36,317",Petrol,Automatic,"9,25,000"
3131,Mercedes-Benz,GL-Class,350 CDI,2015,Delhi,Second,"1,05,000",Diesel,Automatic,"29,50,000"
3132,Honda,CR-V,2.0L 2WD AT,2017,Delhi,First,"61,017",Petrol,Automatic,"15,75,000"
3133,Jaguar,XJ,3.0 V6 Portfolio,2014,Delhi,First,"37,000",Diesel,Automatic,"36,00,000"
3134,Toyota,Fortuner,2.8 4x2 AT ,2018,Delhi,First,"25,000",Diesel,Manual,"33,50,000"
3135,Maruti Suzuki,DZire,ZXi Plus,2021,Delhi,First,"4,434",Petrol,Automatic,"8,25,000"
3136,Audi,Q5,30 TDI Premium Edition,2016,Delhi,First,"14,000",Diesel,Automatic,"27,50,000"
3137,BMW,3-Series,330i M Sport Edition,2019,Delhi,First,"26,000",Petrol,-,"43,50,000"
3138,Hyundai,Santro,Sportz,2020,Delhi,First,"11,800",Petrol,Automatic,"5,50,000"
3139,Tata,Harrier,XT Plus Dark Edition,2021,Delhi,First,"7,193",Diesel,Automatic,"25,50,000"
3140,MG,Hector,Sharp 1.5 DCT Petrol ,2020,Delhi,First,"6,683",Petrol,Automatic,"18,50,000"
3141,Audi,A4,40 TFSI Technology,2021,Delhi,First,"2,300",Petrol,Manual,"46,00,000"
3142,Toyota,Innova,2.8 ZX AT 7 STR ,2018,Delhi,Second,"33,000",Diesel,Manual,"18,75,000"
3143,Isuzu,D-Max V-Cross,4x4,2017,Delhi,First,"50,000",Diesel,-,"15,75,000"
3144,Maruti Suzuki,Alto 800,Lxi CNG,2019,Delhi,First,"38,290",CNG,Automatic,"3,95,000"
3145,Maruti Suzuki,DZire,ZXi Plus,2021,Delhi,First,"4,434",Petrol,Manual,"8,25,000"
3146,Audi,Q5,30 TDI Premium Edition,2016,Delhi,First,"14,000",Diesel,Automatic,"27,50,000"
3147,Tata,Harrier,XT Plus Dark Edition,2021,Delhi,First,"7,193",Diesel,Automatic,"25,50,000"
3148,MG,Hector,Sharp 1.5 DCT Petrol ,2020,Delhi,First,"6,683",Petrol,Automatic,"18,50,000"
3149,Audi,A4,40 TFSI Technology,2021,Delhi,First,"2,300",Petrol,Automatic,"46,00,000"
3150,Toyota,Innova,2.8 ZX AT 7 STR ,2018,Delhi,Second,"33,000",Diesel,Automatic,"18,75,000"
3151,Jaguar,XJ,3.0 V6 Portfolio,2014,Delhi,First,"37,000",Diesel,Manual,"36,00,000"
3152,Toyota,Fortuner,2.8 4x2 AT ,2018,Delhi,First,"25,000",Diesel,Automatic,"33,50,000"
3153,Isuzu,D-Max V-Cross,4x4,2017,Delhi,First,"50,000",Diesel,Manual,"15,75,000"
3154,BMW,X1,xDrive20d M Sport,2018,Delhi,First,"38,000",Diesel,Automatic,"28,90,000"
3155,Hyundai,i10,Era,2008,Delhi,First,"88,000",Petrol,Manual,"98,000"
3156,Maruti Suzuki,Alto 800,Lxi CNG,2019,Delhi,First,"38,290",CNG,Automatic,"3,95,000"
3157,Audi,S5 Sportback,3.0 TFSI Quattro,2019,Delhi,Second,"9,000",Petrol,Automatic,"62,00,000"
3158,Ford,Ecosport,Ambiente 1.5L TDCi,2017,Delhi,First,"46,000",Diesel,Manual,"5,50,000"
3159,Hyundai,Creta,S Plus 1.4 CRDI,2017,Delhi,First,"31,979",Diesel,Manual,"9,50,000"
3160,Toyota,Corolla Altis,G Petrol,2015,Delhi,First,"36,317",Petrol,Manual,"9,25,000"
3161,Honda,CR-V,2.0L 2WD AT,2017,Delhi,First,"61,017",Petrol,Manual,"15,75,000"
3162,Mercedes-Benz,GL-Class,350 CDI,2015,Delhi,Second,"1,05,000",Diesel,Automatic,"29,50,000"
3163,Audi,Q3,2.0 TDI quattro Premium Plus,2014,Delhi,Third,"93,000",Diesel,Manual,"11,95,000"
3164,Mahindra,XUV300,1.5 W8,2020,Delhi,First,"23,065",Diesel,Automatic,"11,25,000"
3165,Volkswagen,Ameo,Highline1.2L Plus (P) 16 Alloy ,2017,Delhi,First,"39,944",Petrol,Automatic,"5,75,000"
3166,Maruti Suzuki,Ertiga,ZDI + SHVS,2016,Delhi,First,"46,800",Diesel,-,"6,95,000"
3167,Maruti Suzuki,Vitara Brezza,VDi (O) ,2018,Delhi,First,"41,364",Diesel,-,"7,50,000"
3168,Mercedes-Benz,GLE,250 d,2018,Delhi,First,"79,000",Diesel,Automatic,"45,90,000"
3169,Mahindra,XUV300,1.5 W8,2020,Delhi,First,"23,065",Diesel,Manual,"11,25,000"
3170,Audi,Q3,2.0 TDI quattro Premium Plus,2014,Delhi,Third,"93,000",Diesel,Automatic,"11,95,000"
3171,Audi,S5 Sportback,3.0 TFSI Quattro,2019,Delhi,Second,"9,000",Petrol,Automatic,"62,00,000"
3172,Jaguar,XF,3.0 V6 Premium Luxury,2014,Delhi,First,"70,000",Diesel,Automatic,"18,00,000"
3173,Porsche,Panamera,3.0 Diesel,2013,Delhi,First,"48,000",Diesel,Automatic,"38,50,000"
3174,Porsche,Cayenne,S Hybrid,2013,Delhi,First,"61,000",Petrol,Automatic,"32,00,000"
3175,MG,Hector,Sharp 1.5 DCT Petrol ,2020,Delhi,First,"14,700",Petrol,Automatic,"18,00,000"
3176,Honda,City,V,2015,Noida,First,"61,000",Petrol,Manual,"6,55,000"
3177,Audi,Q7,3.0 TDI quattro Premium Plus,2014,Delhi,Second,"82,000",Diesel,-,"19,75,000"
3178,Hyundai,Creta,1.6 SX Plus Petrol Special Edition,2019,Delhi,First,"32,000",Petrol,Automatic,"11,75,000"
3179,BMW,X1,xDrive20d xLine,2016,Delhi,First,"38,000",Diesel,Manual,"23,50,000"
3180,Toyota,Fortuner,3.0 4x2 AT,2015,Delhi,First,"58,000",Diesel,Manual,"16,75,000"
3181,Mercedes-Benz,GLE,250 d,2018,Delhi,First,"79,000",Diesel,Manual,"45,90,000"
3182,Mercedes-Benz,GLA,200 Sport,2016,Delhi,First,"48,000",Petrol,Automatic,"22,00,000"
3183,BMW,3-Series,320d Prestige,2013,Delhi,First,"39,000",Diesel,Automatic,"9,50,000"
3184,Hyundai,Creta,SX 1.5 Diesel,2021,Delhi,First,"9,000",Diesel,Manual,"16,75,000"
3185,Hyundai,i20,Magna 1.2,2012,Delhi,Third,"48,000",Petrol,Manual,"2,50,000"
3186,Audi,A6,2.0 TFSi Technology Pack,2017,Delhi,First,"23,000",Petrol,Manual,"31,50,000"
3187,Honda,City,1.5 V MT,2010,Delhi,Second,"78,000",Petrol,Manual,"2,75,000"
3188,Toyota,Corolla Altis,1.8 GL,2012,Delhi,First,"97,000",Petrol,Automatic,"5,50,000"
3189,Tata,Bolt,XT Petrol,2015,Delhi,First,"38,697",Petrol,Automatic,"3,75,000"
3190,Ford,Ecosport,Trend 1.5L TDCi,2016,Delhi,First,"62,000",Diesel,-,"5,25,000"
3191,Toyota,Camry,W2 AT,2008,Delhi,Second,"80,000",Petrol,Manual,"2,95,000"
3192,Mercedes-Benz,S-Class,350 L,2010,Delhi,Second,"62,000",Petrol,Manual,"12,65,000"
3193,Mercedes-Benz,S-Class,350 L,2010,Delhi,Second,"62,000",Petrol,Manual,"12,65,000"
3194,Honda,City,1.5 V MT,2010,Delhi,Second,"78,000",Petrol,Manual,"2,75,000"
3195,Hyundai,i20,Magna 1.2,2009,Delhi,Second,"60,000",Petrol,Automatic,"2,10,000"
3196,Tata,Bolt,XT Petrol,2015,Delhi,First,"38,697",Petrol,Automatic,"3,75,000"
3197,Ford,Ecosport,Trend 1.5L TDCi,2016,Delhi,First,"62,000",Diesel,Automatic,"5,25,000"
3198,Maruti Suzuki,Vitara Brezza,ZDi Plus Dual Tone AGS,2018,Delhi,First,"84,000",Diesel,Automatic,"8,50,000"
3199,Maruti Suzuki,S-Cross,Zeta 1.3,2015,Delhi,First,"85,000",Diesel,Manual,"5,75,000"
3200,Porsche,Cayenne,Diesel,2017,Delhi,First,"62,000",Diesel,Manual,"68,50,000"
3201,Maruti Suzuki,Ciaz,Alpha 1.3 Hybrid,2017,Delhi,First,"62,000",Diesel,Manual,"5,75,000"
3202,Honda,City,ZX CVT Petrol ,2019,Faridabad,First,"39,700",Petrol,Manual,"11,75,000"
3203,Honda,Brio,S MT,2012,Delhi,First,"60,796",Petrol,Manual,"2,85,000"
3204,Mahindra,Scorpio,S4 Plus,2015,Delhi,First,"64,191",Diesel,Manual,"7,90,000"
3205,Maruti Suzuki,Vitara Brezza,ZDi+ Dual Tone ,2018,Delhi,Second,"55,000",Diesel,Automatic,"7,85,000"
3206,Maruti Suzuki,Vitara Brezza,ZDi+ Dual Tone ,2016,Delhi,First,"43,000",Diesel,Automatic,"6,90,000"
3207,Mahindra,TUV300,T10,2019,Delhi,First,"42,000",Diesel,Manual,"8,90,000"
3208,Jaguar,XF,2.2 Diesel,2014,Delhi,First,"18,000",Diesel,Automatic,"21,95,000"
3209,MG,Hector Plus,Sharp 1.5 Petrol Turbo CVT 6-STR,2021,Delhi,First,"8,500",Petrol,Automatic,"19,50,000"
3210,Honda,WR-V,S MT Petrol,2019,Delhi,Second,"8,244",Petrol,Manual,"7,95,000"
3211,Honda,City,V CVT Petrol ,2021,Delhi,First,"16,000",Petrol,Manual,"12,90,000"
3212,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,2014,Delhi,First,"52,763",Petrol,Manual,"5,90,000"
3213,Maruti Suzuki,DZire,VXi AMT,2018,Delhi,First,"39,879",Petrol,Manual,"6,70,000"
3214,Volkswagen,Polo,Highline1.2L (D),2013,Delhi,Second,"48,922",Diesel,Automatic,"2,90,000"
3215,Hyundai,Grand i10,Magna 1.2 Kappa VTVT ,2017,Delhi,First,"16,701",Petrol,Manual,"4,60,599"
3216,Maruti Suzuki,Alto 800,Lxi,2017,Delhi,First,"10,847",Petrol,Manual,"2,78,099"
3217,Maruti Suzuki,DZire,VXi AMT,2018,Delhi,First,"39,879",Petrol,Manual,"6,70,000"
3218,Volkswagen,Polo,Highline1.2L (D),2013,Delhi,Second,"48,922",Diesel,Manual,"2,90,000"
3219,Maruti Suzuki,Swift DZire,VDI,2013,Delhi,First,"40,212",Diesel,Manual,"3,89,896"
3220,Maruti Suzuki,Vitara Brezza,VDi (O) ,2016,Delhi,First,"98,517",Diesel,Automatic,"6,40,399"
3221,Ford,Ecosport,Titanium 1.5 Ti-VCT AT,2018,Delhi,First,"25,232",Petrol,Manual,"8,01,999"
3222,Hyundai,Creta,1.6 SX Plus AT Petrol,2017,Delhi,First,"28,597",Petrol,Manual,"10,77,899"
3223,Ford,Ecosport,Titanium 1.5L Ti-VCT AT,2016,Delhi,First,"16,212",Petrol,Manual,"7,41,699"
3224,Maruti Suzuki,Alto 800,Lxi,2017,Delhi,First,"10,847",Petrol,Manual,"2,78,099"
3225,MG,Hector,Sharp 1.5 DCT Petrol ,2020,Delhi,First,"7,388",Petrol,Manual,"17,49,299"
3226,Maruti Suzuki,Baleno,Zeta 1.2 AT,2016,Delhi,First,"34,818",Petrol,Manual,"5,39,099"
3227,Hyundai,Grand i10,Magna 1.2 Kappa VTVT ,2017,Delhi,First,"16,701",Petrol,Manual,"4,60,599"
3228,Hyundai,Verna,SX Plus 1.6 CRDi AT,2017,Delhi,First,"64,963",Diesel,Manual,"9,42,899"
3229,Maruti Suzuki,Swift DZire,VDI,2014,Delhi,First,"96,978",Diesel,Manual,"4,24,499"
3230,Maruti Suzuki,Celerio,VXi CNG ,2019,Delhi,First,"29,073",CNG,Manual,"5,23,499"
3231,Hyundai,Grand i10,Sports Edition 1.2L Kappa VTVT,2017,Delhi,First,"24,487",Petrol,Manual,"4,71,699"
3232,Maruti Suzuki,Wagon R,VXI AMT,2018,Delhi,Second,"12,965",Petrol,Manual,"4,58,599"
3233,Honda,City,V MT AVN,2012,Delhi,Second,"56,719",Petrol,Manual,"4,42,899"
3234,Maruti Suzuki,Vitara Brezza,ZDi,2019,Delhi,First,"32,662",Diesel,Automatic,"8,77,699"
3235,Ford,Ecosport,Titanium 1.5L Ti-VCT AT,2017,Delhi,First,"18,458",Petrol,Manual,"7,06,999"
3236,Maruti Suzuki,Ciaz,VDi+ SHVS,2016,Delhi,Third,"55,437",Diesel,Automatic,"5,22,099"
3237,Maruti Suzuki,Baleno,Delta 1.2,2019,Delhi,First,"14,237",Petrol,Automatic,"6,27,799"
3238,Maruti Suzuki,Alto 800,Lxi,2017,Delhi,Second,"21,794",Petrol,Manual,"2,78,099"
3239,Hyundai,Elite i20,Asta 1.4 (O) CRDi,2015,Delhi,Third,"1,41,314",Diesel,Automatic,"5,08,999"
3240,Maruti Suzuki,Vitara Brezza,VDi,2019,Delhi,First,"52,300",Diesel,Automatic,"7,59,999"
3241,Ford,Ecosport,Titanium 1.5L Ti-VCT AT,2017,Delhi,First,"18,458",Petrol,Automatic,"7,06,999"
3242,Maruti Suzuki,Baleno,Delta 1.2,2019,Delhi,First,"14,237",Petrol,Automatic,"6,27,799"
3243,Maruti Suzuki,Alto 800,Lxi,2017,Delhi,Second,"21,794",Petrol,Manual,"2,78,099"
3244,Hyundai,Elite i20,Asta 1.4 (O) CRDi,2015,Delhi,Third,"1,41,314",Diesel,Manual,"5,08,999"
3245,Maruti Suzuki,Vitara Brezza,VDi,2019,Delhi,First,"52,300",Diesel,Manual,"7,59,999"
3246,Maruti Suzuki,Swift DZire,VDI,2014,Delhi,First,"96,978",Diesel,Manual,"4,24,499"
3247,Maruti Suzuki,Swift DZire,VDI,2013,Delhi,First,"40,212",Diesel,-,"3,89,896"
3248,Maruti Suzuki,Vitara Brezza,VDi (O) ,2016,Delhi,First,"98,517",Diesel,Manual,"6,40,399"
3249,Maruti Suzuki,Wagon R,LXI ABS,2018,Delhi,First,"13,375",Petrol,Manual,"4,24,490"
3250,Maruti Suzuki,Ciaz,VDi (O) SHVS,2017,Faridabad,Second,"59,310",Diesel,Manual,"6,00,000"
3251,Ford,Ecosport,Titanium 1.5L TDCi,2017,Delhi,Second,"50,477",Diesel,Automatic,"6,07,790"
3252,Hyundai,Elite i20,Asta 1.4 CRDi,2018,Delhi,Second,"74,782",Diesel,Automatic,"6,77,599"
3253,Honda,Jazz,V Petrol,2016,Delhi,First,"59,603",Petrol,Automatic,"5,07,199"
3254,Maruti Suzuki,Swift DZire,VDI,2016,Delhi,Second,"58,123",Diesel,Automatic,"5,14,499"
3255,Toyota,Innova,2.0 G 8 STR BS-IV,2014,Delhi,Second,"1,19,295",Petrol,Automatic,"7,42,190"
3256,Honda,City,V CVT Petrol ,2017,Delhi,First,"24,546",Petrol,Automatic,"8,04,499"
3257,Maruti Suzuki,Wagon R,LXi 1.0 ,2019,Delhi,First,"1,991",Petrol,Automatic,"5,07,299"
3258,Maruti Suzuki,Vitara Brezza,ZDi Plus,2019,Delhi,First,"31,691",Diesel,Automatic,"8,91,599"
3259,Maruti Suzuki,XL6,Zeta AT Petrol,2021,Delhi,First,"2,685",Petrol,Automatic,"9,98,099"
3260,Mercedes-Benz,GLE,250 d,2017,Delhi,First,"80,000",Diesel,Automatic,"44,50,000"
3261,Maruti Suzuki,Ciaz,Delta 1.4 MT,2020,Delhi,First,"11,999",Petrol,Automatic,"9,00,000"
3262,Maruti Suzuki,Wagon R,LXi 1.0 CNG ,2020,Delhi,First,"34,000",CNG,Automatic,"6,00,000"
3263,Mercedes-Benz,GLE,300d 4MATIC LWB,2021,Delhi,First,"13,000",Diesel,Automatic,"90,71,000"
3264,MG,Hector Plus,Select 2.0 Diesel Turbo MT 7-STR,2021,Delhi,First,"13,255",Diesel,Automatic,"20,95,000"
3265,Mercedes-Benz,GLE,300d 4MATIC LWB,2021,Delhi,First,"13,000",Diesel,Automatic,"90,71,000"
3266,Mercedes-Benz,GLS,350 d,2017,Delhi,First,"45,000",Diesel,Automatic,"65,51,000"
3267,BMW,X3,xDrive-20d xLine,2019,Delhi,First,"95,000",Diesel,Automatic,"44,50,000"
3268,Hyundai,Elite i20,Asta (O) 1.0 Turbo DCT,2020,Delhi,First,"15,000",Petrol,Automatic,"11,25,000"
3269,Mercedes-Benz,E-Class,E250 CDI Avantgarde,2014,Delhi,First,"56,091",Diesel,Automatic,"17,90,000"
3270,Maruti Suzuki,Ciaz,Delta 1.4 MT,2020,Delhi,First,"11,999",Petrol,-,"9,00,000"
3271,Maruti Suzuki,Wagon R,LXi 1.0 CNG ,2020,Delhi,First,"34,000",CNG,Manual,"6,00,000"
3272,Toyota,Innova,2.4 GX 7 STR ,2017,Delhi,First,"75,000",Diesel,Manual,"15,50,000"
3273,MG,Hector Plus,Select 2.0 Diesel Turbo MT 7-STR,2021,Delhi,First,"13,255",Diesel,Manual,"20,95,000"
3274,Land Rover,Freelander,SE TD4,2013,Delhi,Second,"78,000",Diesel,Automatic,"12,75,000"
