,Brand,Model,Variant,Year,Location,Ownership,KM Driven,Fuel,Transmission,Price
0,Maruti,Ignis,1.2 AMT Zeta BSIV,2021,HR,1st,"3,010",Petrol,Automatic,"7,21,000"
1,Maruti,Alto,LXi,2020,UP,1st,"7,326",Petrol,Manual,"3,82,000"
2,Maruti,Baleno,1.2 Zeta,2019,HR,1st,"17,032",Petrol,Manual,"7,13,000"
3,Toyota,Innova,2.8 ZX AT BSIV,2017,HR,1st,"83,409",Diesel,Automatic,"19,76,000"
4,Hyundai,Grand,Magna,2017,DL,2nd,"17,032",Petrol,Manual,"4,36,000"
5,Hyundai,EON,Era Plus,2016,DL,1st,"38,620",Petrol,Manual,"3,15,000"
6,Hyundai,i20,Sportz 1.2,2016,DL,1st,"41,235",Petrol,Manual,"5,56,000"
7,Maruti,Baleno,Delta,2020,DL,1st,"7,169",Petrol,Manual,"6,92,000"
8,Maruti,Baleno,1.2 Zeta,2020,UP,2nd,"2,279",Petrol,Manual,"7,10,000"
9,Renault,KWID,1.0 RXT Opt,2020,UP,1st,"19,571",Petrol,Manual,"4,47,000"
10,Maruti,Ciaz,Alpha,2018,UP,1st,"32,066",Petrol,Manual,"8,79,000"
11,Maruti,Alto,VXI,2015,UP,1st,"65,594",Petrol,Manual,"2,81,000"
12,Renault,KWID,RXL,2020,HR,1st,"11,425",Petrol,Manual,"4,04,000"
13,Maruti,Ciaz,ZDi Option,2014,DL,2nd,"65,952",Diesel,Manual,"4,83,000"
14,Maruti,Swift,VXI,2015,DL,1st,"56,388",Petrol,Manual,"4,62,000"
15,Chevrolet,Cruze,['LTZ AT'],2011,DL,First,"71,000",Diesel,Automatic,2.25
16,Maruti,Swift,['Dzire Vdi'],2013,DL,First,"87,610",Diesel,Manual,3.3
17,Ford,Ecosport,['1.5 Dv5 Mt Titanium'],2014,DL,First,"2,60,596",Diesel,Manual,3.88
18,Bmw,Z4,['Sdrive 20i'],2020,DL,First,"5,000",Petrol,Automatic,74
19,Mercedes-benz,Gls,['350d Grand Edition'],2018,HR,First,"27,000",Diesel,Automatic,76
20,Maruti,Baleno,Delta,2019,HR,1st,"19,282",Petrol,Manual,"6,49,000"
21,Hyundai,i20,Sportz,2014,DL,1st,"43,572",Petrol,Manual,"4,06,000"
22,Maruti,Swift,VXI,2013,HR,1st,"24,073",Petrol,Manual,"3,81,000"
23,Jeep,Compass,2.0 Limited,2018,HR,2nd,"31,983",Diesel,Manual,"12,77,000"
24,Maruti,Baleno,1.2 Delta,2018,DL,1st,"67,877",Petrol,Manual,"5,90,000"
25,Renault,KWID,1.0 RXT Optional,2019,UP,1st,"21,478",Petrol,Manual,"3,87,000"
26,Hyundai,i20,1.2 Asta,2018,UP,1st,"28,451",Petrol,Manual,"6,57,000"
27,Hyundai,Santro,Sportz,2018,DL,1st,"10,671",Petrol,Manual,"4,90,000"
28,Maruti,Alto,VXI AMT,2015,DL,1st,"48,927",Petrol,Automatic,"3,41,000"
29,Maruti,S-Presso,VXI,2020,DL,1st,"33,152",Petrol,Manual,"4,37,000"
30,Hyundai,Grand,Magna,2015,DL,1st,"69,536",Petrol,Manual,"4,04,000"
31,Toyota,Etios,G,2016,HR,1st,"45,471",Petrol,Manual,"3,99,000"
32,Honda,Amaze,VX Petrol,2020,UP,1st,"1,879",Petrol,Manual,"7,82,000"
33,Hyundai,Santro,Magna BSIV,2018,HR,1st,"1,144",Petrol,Manual,"4,64,000"
34,Honda,WR-V,i-VTEC VX,2017,DL,1st,"66,531",Petrol,Manual,"7,00,000"
35,Maruti,Baleno,1.2 Delta,2018,HR,1st,"14,744",Petrol,Manual,"6,29,000"
36,Maruti,Swift,VXI 1.2 BS IV,2019,DL,1st,"19,983",Petrol,Manual,"6,47,000"
37,Maruti,Alto,LXI,2020,DL,1st,"31,481",Petrol,Manual,"3,48,000"
38,Maruti,Ertiga,VDI,2014,DL,1st,"72,395",Diesel,Manual,"4,70,000"
39,Hyundai,i20,Sportz 1.2,2015,UP,1st,"88,422",Petrol,Manual,"5,00,000"
40,Maruti,Baleno,Delta,2019,HR,1st,"19,282",Petrol,Manual,"6,49,000"
41,Hyundai,i20,Sportz,2014,DL,1st,"43,572",Petrol,Manual,"4,06,000"
42,Maruti,Swift,VXI,2013,HR,1st,"24,073",Petrol,Manual,"3,81,000"
43,Jeep,Compass,2.0 Limited,2018,HR,2nd,"31,983",Diesel,Manual,"12,77,000"
44,Maruti,Baleno,1.2 Delta,2018,DL,1st,"67,877",Petrol,Manual,"5,90,000"
45,Renault,KWID,1.0 RXT Optional,2019,UP,1st,"21,478",Petrol,Manual,"3,87,000"
46,Hyundai,i20,1.2 Asta,2018,UP,1st,"28,451",Petrol,Manual,"6,57,000"
47,Hyundai,Santro,Sportz,2018,DL,1st,"10,671",Petrol,Manual,"4,90,000"
48,Maruti,Alto,VXI AMT,2015,DL,1st,"48,927",Petrol,Automatic,"3,41,000"
49,Maruti,S-Presso,VXI,2020,DL,1st,"33,152",Petrol,Manual,"4,37,000"
50,Hyundai,Grand,Magna,2015,DL,1st,"69,536",Petrol,Manual,"4,04,000"
51,Toyota,Etios,G,2016,HR,1st,"45,471",Petrol,Manual,"3,99,000"
52,Honda,Amaze,VX Petrol,2020,UP,1st,"1,879",Petrol,Manual,"7,82,000"
53,Hyundai,Santro,Magna BSIV,2018,HR,1st,"1,144",Petrol,Manual,"4,64,000"
54,Honda,WR-V,i-VTEC VX,2017,DL,1st,"66,531",Petrol,Manual,"7,00,000"
55,Maruti,Baleno,1.2 Delta,2018,HR,1st,"14,744",Petrol,Manual,"6,29,000"
56,Maruti,Swift,VXI 1.2 BS IV,2019,DL,1st,"19,983",Petrol,Manual,"6,47,000"
57,Maruti,Alto,LXI,2020,DL,1st,"31,481",Petrol,Manual,"3,48,000"
58,Maruti,Ertiga,VDI,2014,DL,1st,"72,395",Diesel,Manual,"4,70,000"
59,Hyundai,i20,Sportz 1.2,2015,UP,1st,"88,422",Petrol,Manual,"5,00,000"
60,Jeep,Compass,1.4 Sport,2018,DL,1st,"19,427",Petrol,Manual,"13,31,000"
61,Maruti,Swift,VDI,2014,DL,1st,"1,17,915",Diesel,Manual,"3,44,000"
62,Maruti,Baleno,1.2 Zeta,2017,2,1st,"23,641",Petrol,Automatic,"5,85,000"
63,Honda,Brio,S MT,2014,DL,1st,"28,205",Petrol,Manual,"3,41,000"
64,Hyundai,Verna,1.6 CRDi S,2016,DL,1st,"88,404",Diesel,Manual,"6,77,000"
65,Maruti,Vitara,ZDi,2017,DL,1st,"82,529",Diesel,Manual,"6,32,000"
66,Hyundai,Grand,Magna,2015,DL,1st,"69,208",Petrol,Manual,"3,91,000"
67,Maruti,Swift,VDI,2014,DL,1st,"1,14,345",Diesel,Manual,"3,46,000"
68,Hyundai,Creta,1.6 CRDi SX Plus,2015,HR,1st,"1,19,226",Diesel,Manual,"7,53,000"
69,Skoda,Rapid,1.0 TSI Style,2020,DL,1st,"8,826",Petrol,Manual,"11,24,000"
70,Maruti,S-Presso,VXI Plus,2021,DL,1st,"2,237",Petrol,Manual,"5,11,000"
71,MG,Hector,Sharp AT BSIV,2021,HR,1st,"6,424",Petrol,Automatic,"19,05,000"
72,Honda,Amaze,S Petrol,2019,UP,1st,"33,769",Petrol,Manual,"6,30,000"
73,Maruti,Alto,2010-2014 VXI,2012,DL,1st,"14,902",Petrol,Manual,"2,24,000"
74,Hyundai,Santro,Magna BSIV,2019,DL,1st,"2,007",Petrol,Manual,"4,90,000"
75,Maruti,Baleno,1.2 Delta,2019,DL,1st,"27,915",Petrol,Manual,"6,70,000"
76,Hyundai,i20,1.2 Spotz,2018,HR,1st,"66,491",Petrol,Manual,"5,98,000"
77,Maruti,Ciaz,Alpha AT,2019,DL,1st,"25,656",Petrol,Automatic,"10,30,000"
78,Hyundai,Grand,Sportz,2016,DL,1st,"17,695",Petrol,Manual,"4,20,000"
79,Honda,City,1.5 V AT,2011,HR,1st,"1,07,582",Petrol,Automatic,"3,60,000"
80,Renault,KWID,1.0 RXT Optional,2018,UP,1st,"42,448",Petrol,Manual,"3,51,000"
81,Hyundai,i20,1.2 Spotz,2018,UP,1st,"51,228",Petrol,Manual,"5,86,000"
82,Maruti,Ciaz,VDi,2014,DL,1st,"78,178",Diesel,Manual,"4,01,000"
83,Datsun,RediGO,1.0 T Option,2021,UP,1st,"1,233",Petrol,Manual,"4,66,000"
84,Maruti,Alto,LXi,2020,DL,1st,"19,426",Petrol,Manual,"3,65,000"
85,Maruti,Baleno,Delta,2019,DL,1st,"28,296",Petrol,Manual,"6,60,000"
86,Hyundai,Grand,AMT Sportz,2019,DL,1st,"10,553",Petrol,Automatic,"6,93,000"
87,Tata,Tiago,1.2 Revotron XZ,2018,HR,1st,"81,696",Petrol,Manual,"4,36,000"
88,Maruti,Swift,VXI 1.2,2019,DL,1st,"10,367",Petrol,Manual,"6,82,000"
89,Honda,City,i VTEC S,2015,DL,1st,"33,072",Petrol,Manual,"5,98,000"
90,Hyundai,Grand,Magna,2016,DL,1st,"38,279",Petrol,Manual,"4,30,000"
91,Nissan,Kicks,1.5 XV,2021,HR,1st,"8,901",Petrol,Manual,"10,22,000"
92,Maruti,S-Presso,VXI,2021,HR,1st,"3,725",Petrol,Manual,"4,50,000"
93,Honda,Jazz,V CVT,2018,DL,1st,"21,565",Petrol,Automatic,"7,00,000"
94,Hyundai,Xcent,1.1 CRDi S Option,2015,DL,1st,"1,09,364",Diesel,Manual,"3,16,000"
95,Mahindra,TUV,T8 AMT,2016,DL,1st,"50,994",Diesel,Automatic,"5,35,000"
96,Renault,KWID,RXL,2015,DL,1st,"16,302",Petrol,Manual,"2,45,000"
97,Maruti,Alto,VXI,2019,HR,1st,"42,652",Petrol,Manual,"3,17,000"
98,Maruti,Ignis,1.2 AMT Delta BSIV,2019,DL,1st,"5,598",Petrol,Automatic,"5,20,000"
99,Maruti,Ciaz,ZXi,2015,DL,1st,"96,081",Petrol,Manual,"5,35,000"
100,Honda,Amaze,VX Petrol,2020,DL,1st,"14,116",Petrol,Manual,"7,66,000"
101,Maruti,Baleno,1.2 Alpha,2016,HR,1st,"53,333",Petrol,Manual,"5,55,000"
102,Toyota,Fortuner,4X2 Diesel AT,2017,DL,1st,"75,433",Diesel,Automatic,"27,85,000"
103,Maruti,Swift,VXI BSIV,2016,DL,1st,"47,285",Petrol,Manual,"4,85,000"
104,Toyota,Glanza,G CVT,2021,HR,1st,"11,565",Petrol,Automatic,"8,80,000"
105,Hyundai,Creta,1.6 CRDi SX Plus,2016,DL,1st,"52,756",Diesel,Manual,"8,53,000"
106,Hyundai,Creta,1.6 CRDi SX Option,2016,HR,1st,"89,712",Diesel,Manual,"8,00,000"
107,Hyundai,i20,1.2 Magna Executive,2018,DL,1st,"17,217",Petrol,Manual,"6,00,000"
108,Hyundai,Santro,Sportz,2019,DL,1st,"6,104",Petrol,Manual,"5,01,000"
109,Hyundai,Verna,VTVT 1.6 SX,2019,DL,1st,"15,775",Petrol,Manual,"10,24,000"
110,Maruti,Swift,AMT ZDI,2016,DL,1st,"78,328",Diesel,Automatic,"4,99,000"
111,Maruti,Alto,LXI,2018,DL,1st,"10,187",Petrol,Manual,"3,20,000"
112,Hyundai,Creta,1.6 VTVT SX Plus,2015,DL,1st,"89,293",Petrol,Manual,"7,70,000"
113,Hyundai,Verna,1.6 SX VTVT,2013,DL,1st,"79,399",Petrol,Manual,"4,30,000"
114,Maruti,Alto,2010-2014 VXI,2013,DL,1st,"50,900",Petrol,Manual,"2,24,000"
115,Ford,Ecosport,1.5 Petrol Trend BSIV,2017,DL,1st,"49,342",Petrol,Manual,"6,11,000"
116,Maruti,Swift,LXI Option,2017,DL,1st,"30,637",Petrol,Manual,"4,66,000"
117,Maruti,Celerio,VXI,2016,DL,1st,"37,203",Petrol,Manual,"3,89,000"
118,Maruti,Vitara,VDi,2017,HR,1st,"72,008",Diesel,Manual,"6,64,000"
119,Maruti,Swift,VXI,2014,DL,2nd,"65,664",Petrol,Manual,"3,60,000"
120,Hyundai,Grand,Sportz,2017,DL,1st,"20,843",Petrol,Manual,"4,81,000"
121,Maruti,Alto,2010-2014 VXI,2011,DL,1st,"56,163",Petrol,Manual,"2,05,000"
122,Maruti,Celerio,VXI,2019,DL,1st,"15,186",Petrol,Manual,"4,65,000"
123,Maruti,Baleno,1.3 Alpha,2017,DL,1st,"67,269",Diesel,Manual,"5,57,000"
124,Maruti,Vitara,VDi Option,2017,DL,1st,"81,973",Diesel,Manual,"5,81,000"
125,Maruti,Alto,VXI Airbag,2016,HR,2nd,"30,615",Petrol,Manual,"2,98,000"
126,Honda,Amaze,SX i-VTEC,2015,DL,1st,"38,528",Petrol,Manual,"4,34,000"
127,Maruti,Ciaz,1.4 Delta,2017,DL,1st,"36,640",Petrol,Manual,"7,07,000"
128,Hyundai,i20,1.4 Asta Option,2017,DL,1st,"73,176",Diesel,Manual,"6,52,000"
129,Maruti,Swift,AMT VXI,2020,DL,1st,"12,918",Petrol,Automatic,"7,07,000"
130,Honda,Brio,1.2 S MT,2014,DL,1st,"70,078",Petrol,Manual,"3,35,000"
131,Maruti,Ciaz,VDi Plus SHVS,2015,DL,1st,"78,799",Diesel,Manual,"5,20,000"
132,Tata,Tiago,XZ,2020,DL,1st,"21,589",Petrol,Manual,"5,83,000"
133,Maruti,Celerio,ZXI AT,2016,DL,1st,"44,996",Petrol,Automatic,"4,45,000"
134,Maruti,Swift,VXI BSIV,2013,HR,2nd,"50,124",Petrol,Manual,"3,45,000"
135,Maruti,Swift,VDI BSIV,2015,DL,2nd,"64,758",Diesel,Manual,"4,30,000"
136,Maruti,Alto,LXI,2017,HR,2nd,"44,958",Petrol,Manual,"2,45,000"
137,Toyota,Glanza,V,2019,HR,1st,"33,740",Petrol,Manual,"7,02,000"
138,Maruti,Ciaz,VXi,2016,11,1st,"25,219",Petrol,Automatic,"6,00,000"
139,Honda,City,i-VTEC VX,2020,DL,1st,"22,325",Petrol,Manual,"11,88,000"
140,Volkswagen,Polo,1.2 MPI Highline,2016,DL,1st,"54,535",Petrol,Manual,"5,36,000"
141,Toyota,Glanza,G,2020,HR,1st,"13,544",Petrol,Manual,"7,06,000"
142,Datsun,GO,T,2016,UP,1st,"45,197",Petrol,Manual,"2,75,000"
143,Honda,City,S,2013,DL,1st,"40,649",Petrol,Manual,"5,01,000"
144,Maruti,Ciaz,ZXi Plus,2016,DL,1st,"64,469",Petrol,Manual,"6,24,000"
145,Maruti,Celerio,ZXI AT,2017,DL,1st,"27,106",Petrol,Automatic,"4,68,000"
146,Tata,Tiago,1.2 Revotron XZ,2018,UP,1st,"1,27,156",Petrol,Manual,"3,96,000"
147,Maruti,Alto,VXI Airbag,2019,10,1st,"34,128",Petrol,Automatic,"3,80,000"
148,Maruti,Vitara,ZDi AMT,2018,DL,1st,"76,981",Diesel,Automatic,"8,45,000"
149,Maruti,Swift,VDI BSIV,2015,DL,2nd,"53,515",Diesel,Manual,"3,68,000"
150,Maruti,Swift,AMT VVT VXI,2018,DL,1st,"27,864",Petrol,Automatic,"6,20,000"
151,Mahindra,Thar,LX 4-Str Hard Top AT,2021,HR,1st,"8,118",Petrol,Automatic,"17,02,000"
152,Tata,Tiago,XE,2021,DL,1st,"9,396",Petrol,Manual,"5,41,000"
153,Hyundai,Grand,Sportz,2015,HR,1st,"62,448",Petrol,Manual,"3,70,000"
154,Honda,City,i-DTEC VX,2018,DL,1st,"67,843",Diesel,Manual,"8,42,000"
155,Hyundai,Grand,Sportz,2015,UP,1st,"81,698",Petrol,Manual,"3,75,000"
156,Skoda,Rapid,1.6 MPI Elegance,2013,DL,2nd,"43,444",Petrol,Manual,"3,00,000"
157,Honda,Amaze,SX i-VTEC,2016,DL,1st,"68,311",Petrol,Manual,"4,49,000"
158,Honda,City,V CVT,2018,DL,1st,"14,856",Petrol,Automatic,"10,34,000"
159,Hyundai,EON,Era Plus,2014,HR,1st,"49,091",Petrol,Manual,"2,55,000"
160,Ford,Figo,1.2 Ti-VCT Ambiente,2016,DL,1st,"30,914",Petrol,Manual,"4,02,000"
161,Maruti,Swift,VXI,2017,UP,1st,"1,17,392",Petrol,Manual,"4,15,000"
162,Honda,City,i VTEC S,2015,DL,1st,"93,126",Petrol,Manual,"4,85,000"
163,Datsun,RediGO,A,2021,HR,1st,"5,539",Petrol,Manual,"3,40,000"
164,Maruti,Vitara,ZDi,2017,HR,1st,"33,830",Diesel,Manual,"7,03,000"
165,Toyota,Yaris,V,2018,DL,1st,"11,318",Petrol,Manual,"8,97,000"
166,Hyundai,Grand,1.2 Kappa Magna BSIV,2017,DL,1st,"23,079",Petrol,Manual,"4,60,000"
167,Tata,Tiago,XZ,2019,DL,1st,"23,391",Petrol,Manual,"5,00,000"
168,Maruti,Baleno,1.2 Delta,2020,DL,1st,"11,276",Petrol,Manual,"6,38,000"
169,Toyota,Platinum,1.4 GD,2012,HR,1st,"67,793",Diesel,Manual,"3,00,000"
170,Toyota,Urban,High,2021,DL,1st,"6,000",Petrol,Manual,"9,90,000"
171,Honda,Amaze,VX Petrol,2019,DL,1st,"16,735",Petrol,Manual,"7,13,000"
172,Maruti,Swift,VDI BSIV,2016,DL,1st,"1,06,709",Diesel,Manual,"3,70,000"
173,Maruti,Wagon,LXI,2014,HR,1st,"48,706",Petrol,Manual,"3,15,000"
174,Toyota,Corolla,1.8 VL CVT,2018,DL,1st,"63,366",Petrol,Automatic,"15,42,000"
175,Hyundai,EON,Era Plus,2013,UP,1st,"1,00,217",Petrol,Manual,"1,90,000"
176,Maruti,Vitara,VDi Option,2018,DL,2nd,"82,577",Diesel,Manual,"6,07,000"
177,Hyundai,i20,Asta 1.2,2015,DL,1st,"1,01,119",Petrol,Manual,"4,26,000"
178,Maruti,Ciaz,Sigma,2021,DL,1st,"4,586",Petrol,Manual,"8,77,000"
179,Maruti,Alto,LXI,2017,DL,1st,"44,479",Petrol,Manual,"2,68,000"
180,Maruti,Alto,LXI,2019,HR,1st,"9,320",Petrol,Manual,"3,00,000"
181,Hyundai,i10,Magna,2011,DL,1st,"1,02,402",Petrol,Manual,"2,00,000"
182,Honda,City,i-VTEC CVT ZX,2019,HR,1st,"18,941",Petrol,Automatic,"12,65,000"
183,Volkswagen,Polo,1.0 MPI Trendline,2019,UP,1st,"39,076",Petrol,Manual,"5,25,000"
184,Hyundai,Grand,Sportz,2018,HR,1st,"14,781",Petrol,Manual,"4,98,000"
185,Hyundai,EON,Era Plus,2018,UP,1st,"35,610",Petrol,Manual,"3,14,000"
186,Maruti,Swift,LDI,2012,DL,1st,"65,613",Diesel,Manual,"2,11,500"
187,Maruti,Alto,CNG LXI,2014,DL,1st,"78,362",CNG,Manual,"2,50,000"
188,Hyundai,Grand,AT Asta,2014,HR,1st,"83,557",Petrol,Automatic,"3,55,000"
189,Maruti,Swift,VDI,2015,DL,2nd,"83,944",Diesel,Manual,"3,76,000"
190,MG,Hector,Sharp CVT,2021,HR,1st,"8,042",Petrol,Automatic,"20,72,000"
191,Maruti,Alto,LXI,2018,DL,1st,"14,913",Petrol,Manual,"3,28,000"
192,Volkswagen,Ameo,1.0 MPI Trendline,2019,DL,2nd,"62,003",Petrol,Manual,"4,60,000"
193,Renault,KWID,1.0 RXT BSIV,2016,DL,1st,"73,394",Petrol,Manual,"2,24,000"
194,Maruti,Wagon,CNG LXI,2014,DL,1st,"1,14,083",CNG,Manual,"2,54,000"
195,Nissan,Micra,XL,2015,2,1st,"1,00,089",Petrol,Automatic,"1,92,000"
196,Honda,City,V MT,2015,DL,1st,"53,365",Petrol,Manual,"6,15,000"
197,Hyundai,i20,1.2 Era,2017,DL,1st,"15,889",Petrol,Manual,"5,00,000"
198,Kia,Seltos,HTK G,2019,DL,1st,"20,114",Petrol,Manual,"10,50,000"
199,Maruti,Celerio,LXI,2014,HR,1st,"66,131",Petrol,Manual,"2,42,000"
200,Honda,WR-V,i-VTEC VX,2019,DL,1st,"15,511",Petrol,Manual,"7,92,000"
201,Maruti,Alto,STD,2017,DL,1st,"71,534",Petrol,Manual,"1,95,000"
202,Maruti,Sx4,['Vxi Bsiv'],2009,DL,First,"60,000",Petrol,Manual,1.85
203,Skoda,Superb,['1.8 Tfsi Mt'],2011,DL,First,"48,000",Petrol,Manual,4.9
204,Honda,Accord,['2.4 M/t'],2012,DL,Second,"60,000",Petrol,Manual,5.25
205,Toyota,Innova,['2.5 Gx (diesel) 7 Seater Bs Iv'],2015,HR,First,"1,25,000",Diesel,Manual,7.75
206,Hyundai,Creta,['Ex'],2020,DL,First,"8,300",Petrol,Manual,12.75
207,Maruti,SX4,['ZDI Leather'],2014,N/,Second,"80,000",Diesel,Manual,2.6
208,Honda,City,['i DTEC VX Option'],2015,N/,Second,"80,000",Diesel,Manual,4.5
209,Mercedes-benz,Gla,['Class Urban Edition 200'],2020,DL,First,"13,000",Petrol,Automatic,33
210,Hyundai,Accent,['Viva'],2011,DL,Second,"85,000",Petrol,Manual,2.01
211,Audi,Q5,['Premium Plus'],2022,HR,First,"1,600",Petrol,Automatic,65
212,Mercedes-benz,S-class,['S 450'],2018,HR,First,"9,000",Petrol,Automatic,1.18
213,Renault,Kwid,['Rxe'],2016,DL,First,"21,000",Petrol,Manual,2.25
214,Audi,A4,['2.0 Tdi'],2013,HR,First,"90,000",Diesel,Automatic,8.75
215,Toyota,Fortuner,['4x2 At'],2013,DL,Second,"95,000",Diesel,Automatic,10.25
216,Tata,Indigo,['Eglx Bs Iv'],2011,DL,First,"18,000",Petrol,Manual,1.75
217,Toyota,Corolla,['Altis Gl'],2009,DL,Second,"50,000",Petrol,Manual,2.75
218,Toyota,Etios,['Liva 1.2 G'],2016,DL,Second,"19,000",Petrol,Manual,4.5
219,Jaguar,Xf,['2.2 Litre Luxury'],2015,DL,Third,"62,000",Diesel,Automatic,16.75
220,Mitsubishi,Pajero,['Sport 4x4'],2013,DL,First,"85,000",Diesel,Manual,6.75
221,Mahindra,Scorpio,['S11'],2020,DL,First,"18,000",Diesel,Manual,17.9
222,Toyota,Corolla,['Altis D-4d J'],2016,DL,First,"58,000",Diesel,Manual,7.5
223,Mahindra,Scorpio,['S10 7 Seater'],2016,DL,First,"42,000",Diesel,Manual,11.75
224,Hyundai,Xcent,['1.2 Kappa S Option'],2014,DL,First,"82,269",Petrol,Manual,3.6
225,Maruti,Swift,['Vxi 2018'],2019,DL,First,"35,000",Petrol,Manual,6.25
226,Honda,Amaze,['S Petrol'],2017,DL,First,"2,305",Petrol,Manual,4.21
227,Nissan,Sunny,['Diesel Xv'],2012,DL,First,"2,62,962",Diesel,Manual,1.85
228,Skoda,Rapid,['1.5 Tdi At Elegance Plus Black Package'],2014,DL,First,"43,000",Diesel,Automatic,5.25
229,Audi,Q5,['2.0 Tdi Premium Plus'],2013,DL,Second,"65,000",Diesel,Automatic,14.9
230,Hyundai,I20,['Magna 1.2'],2016,DL,First,"49,000",Petrol,Manual,5.35
231,Mg,Hector,['Hybrid Smart Mt Bsiv'],2021,HR,First,"11,000",Petrol,Manual,16.98
232,Hyundai,Venue,['Sx Diesel'],2020,HR,First,"50,000",Diesel,Manual,10.45
233,Maruti,Swift,['Dzire Vxi'],2015,DL,First,"31,700",Petrol,Manual,4.75
234,Hyundai,Venue,['Sx Turbo'],2020,HR,First,"47,000",Petrol,Manual,9.9
235,Hyundai,Creta,['1.4 E Plus'],2018,UP,First,"72,000",Diesel,Manual,9.65
236,Toyota,Innova,['Crysta 2.8 Zx At Bsiv'],2016,HR,Third,"49,000",Diesel,Automatic,15.5
237,Kia,Sonet,['1.2 Htk Plus'],2020,HR,First,"28,000",Petrol,Manual,9.55
238,Maruti,Vitara,['Brezza Ldi Option'],2017,UP,First,"57,000",Diesel,Manual,6.5
239,Kia,Seltos,['Htx D'],2019,HR,First,"53,000",Diesel,Manual,14.5
240,Mahindra,Thar,['Lx 4-str Hard Top Diesel'],2021,UP,First,"19,000",Diesel,Manual,16.97
241,Honda,City,['I Dtec Vx'],2015,DL,First,"87,000",Diesel,Manual,5.7
242,Maruti,Sx4,['S Cross Ddis 200 Zeta'],2016,DL,First,"63,000",Diesel,Manual,5.9
243,Honda,Amaze,['V Petrol'],2020,DL,First,"37,000",Petrol,Manual,7.5
244,Toyota,Fortuner,['2.8 2wd At Bsiv'],2017,HR,First,"49,000",Diesel,Automatic,30.5
245,Mercedes-benz,E-class,['E350 Cdi Avantgarde'],2012,DL,First,"58,000",Diesel,Automatic,8.75
246,Renault,Triber,['Rxl'],2020,DL,First,"11,000",Petrol,Manual,6.5
247,Hyundai,I20,['Sportz Turbo Imt'],2021,PB,First,"6,000",Petrol,Manual,9.55
248,Kia,Sonet,['1.5 Htx Diesel'],2021,HR,First,"17,000",Diesel,Manual,11.75
249,Mercedes-benz,C-class,['Progressive C 220d'],2019,DL,Second,"27,971",Diesel,Automatic,35
250,Hyundai,Creta,['1.6 Vtvt At Sx Plus'],2018,PB,First,"32,000",Petrol,Automatic,11.75
251,Mahindra,Scorpio,['1.99 S4 Plus 4wd'],2015,DL,First,"87,000",Diesel,Manual,8.5
252,Maruti,Celerio,['Zxi Amt'],2017,DL,First,"63,000",Petrol,Automatic,4.5
253,Mg,Hector,['Sharp Dct'],2020,UP,First,"22,000",Petrol,Automatic,18.75
254,Nissan,Magnite,['Turbo Xl'],2021,DL,First,"20,000",Petrol,Manual,5.5
255,Mercedes-benz,E-class,['E 200 Cgi'],2015,DL,Second,"59,000",Petrol,Automatic,22.9
256,Mercedes-benz,E-class,['Expression E 220d'],2019,PB,First,"49,000",Diesel,Automatic,45.9
257,Audi,A4,['35 Tdi Premium Plus'],2017,HR,First,"37,500",Diesel,Automatic,26.5
258,Toyota,Innova,['Crysta 2.4 Gx At'],2018,UP,First,"66,000",Diesel,Automatic,15
259,Kia,Seltos,['Htx Plus At D'],2020,DL,First,"28,000",Diesel,Automatic,16
260,Mercedes-benz,C-class,['C 250d Avantgarde Edition C'],2016,KA,First,"55,000",Diesel,Automatic,22.4
261,Porsche,Cayenne,['Diesel'],2013,HP,Second,"42,000",Diesel,Automatic,32
262,Hyundai,I20,['Magna'],2011,DL,First,"84,000",Petrol,Manual,2.75
263,Mercedes-benz,Gla,['Class 200 Cdi Sport'],2015,GJ,First,"42,003",Diesel,Automatic,16
264,Ford,Ecosport,['1.5 Tdci Titanium Bsiv'],2017,DL,First,"68,000",Diesel,Manual,5.25
265,Hyundai,Verna,['Vtvt 1.4 Ex'],2019,DL,First,"20,000",Petrol,Manual,9.25
266,Skoda,Kodiaq,['2.0 Tdi Style'],2018,UP,First,"72,000",Diesel,Automatic,22.95
267,Audi,Q5,['35tdi Technology'],2018,JK,First,"32,000",Diesel,Automatic,42
268,Audi,Q3,['35 Tdi Quattro Premium Plus'],2019,DL,First,"40,000",Diesel,Automatic,30.5
269,Datsun,Go,['Anniversary Edition'],2015,DL,First,"10,000",Petrol,Manual,2.65
270,Mercedes-benz,E-class,['Exclusive E 200'],2018,PY,First,"12,000",Petrol,Automatic,58
271,Hyundai,I20,['1.2 Sportz'],2011,DL,First,"63,000",Petrol,Manual,2.9
272,Audi,Q7,['3.0 Tdi Quattro'],2014,DL,First,"64,000",Diesel,Automatic,19.75
273,Hyundai,Verna,['Vtvt 1.6 Sx Option'],2019,DL,First,"40,000",Petrol,Manual,11.85
274,Bmw,3,['Series 320d Luxury Line'],2019,HP,First,"35,000",Diesel,Automatic,30
275,Toyota,Innova,['Crysta 2.8 Zx At Bsiv'],2018,DL,First,"30,000",Diesel,Automatic,21.5
276,Bmw,3,['Series 320d M Sport'],2015,TS,First,"13,000",Diesel,Automatic,17
277,Mercedes-benz,C-class,['C 200 Avantgarde'],2019,DL,First,"30,000",Petrol,Automatic,42
